RepRapFirmware height map file v2 generated at 2020-06-27 21:23
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
70.00,250.00,70.00,250.00,-1.00,180.00,180.00,2,2
  0.069,  0.075
 -0.031, -0.081
